id,id,대분류,중분류,소분류,브랜드,human_imputed,human_imputed_proba,헤어타입,형태,특징,용량,unit,종류,효과,구성,두피타입,human,향계열,세트구성,사용부위,피부타입,인증,색상,부가기능,재질,사용시간,단계,생균,섭취량,제품용량,섭취횟수,섭취방법,원료명(식약처고시),주원료,MSM,분자량,수,중량,단백질성분,맛,포장unit,매수,무첨가,충전시간,전원방식,전원,품목,세트unit,용도,자외선차단지수,성분,사용가능,평량,정수과정,세탁기유형,겹수,HCA,열량,무게,개당열량,진동,제품크기,주성분,사이즈,가로사이즈,유발성분,단계별,고정방식,소비전력,롤수,길이,칫솔모타입,칫솔종류,칫솔헤드크기,적용모델,작동방식,디자인,안전,모드,칫솔모형태,회전,사용기간,와이어굵기,흡수,편의기능,몸무게(키즈),출시,헤드수,헤드종류,충전방식,추가구성,날수,전자동세정&충전,면도방식,헤드무빙,면도망,트리머,면도날종류,상태표시등,면도날,트리머(헤드교체),유형,분유성분,출시년도
8887,11814,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-03331,남녀공용,0.941898167,지성,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8888,11815,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-03331,성인남녀,0.341933668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8889,11816,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-03331,성인남녀,0.375500977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8890,11817,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-03331,남녀공용,0.622956276,손상모발용,젤형,영양공급,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8891,11818,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-03331,남녀공용,0.583558023,손상모발용,,영양공급,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892,11819,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-03331,남녀공용,0.550215185,손상모발용,,영양공급,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8893,11820,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-03331,남녀공용,0.979774296,지성,로션형,머릿결개선,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8894,11821,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-03331,남녀공용,0.99175477,손상모발용,펌프형,머릿결개선,1000ml,1개,,,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8895,11822,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-03331,성인남녀,0.316015035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8896,11823,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-03332,남녀공용,0.915861607,손상모발용,,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8897,11824,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03332,미성년자,0.534915864,민감성,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8898,11825,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03332,미성년자,0.395325512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8899,11826,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03332,남녀공용,0.695039332,모든모발용,,영양공급,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8900,11827,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-03332,남녀공용,0.941016436,손상모발용,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901,11828,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03332,남녀공용,0.986047029,모든모발용,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8902,11829,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-03332,남녀공용,0.869595587,염색,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8903,11830,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-03333,남녀공용,0.616366327,모든모발용,크림형,영양공급,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8904,11831,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-03334,미성년자,0.430808932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8905,11832,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-03334,미성년자,0.419917792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8906,11833,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-03334,미성년자,0.488777906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8907,11834,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-03335,남녀공용,0.935699344,손상모발용,젤형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8908,11835,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-03336,남녀공용,0.827346385,,,향,200ml,1개,,,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8909,11836,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-03337,남녀공용,0.998718381,모든모발용,펌프형,머릿결개선,1000ml,1개,,,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8910,11837,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-03337,남녀공용,0.96628809,손상모발용,젤형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8911,11838,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-03338,남녀공용,0.902531505,염색,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8912,11839,B002-C001-0002,B002-C002-0009,B002-C003-0049,B002-03339,남녀공용,0.415309072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,11840,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-03340,남녀공용,0.981666028,모든모발용,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8914,11841,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-03342,남녀공용,0.987441421,모든모발용,젤형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8915,11842,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-03343,남녀공용,0.997794151,모든모발용,펌프형,머릿결개선,200ml,1개,,,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8916,11843,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-03343,남녀공용,0.820819676,염색,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8917,11844,B002-C001-0002,B002-C002-0003,B002-C003-0014,B002-03344,미성년자,0.575196028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8918,11845,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-03344,남녀공용,0.991469681,모든모발용,펌프형,머릿결개선,220ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8919,11846,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-03344,남녀공용,0.995164037,모든모발용,크림형,머릿결개선,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8920,11847,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-03344,미성년자,0.786737084,민감성,펌프형,향,,2개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921,11848,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-03344,미성년자,0.741896331,민감성,펌프형,향,,2개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8922,11849,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-03344,남녀공용,0.991278112,모든모발용,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8923,11850,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03344,남녀공용,0.36705628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8924,11851,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03344,남녀공용,0.936095476,모든모발용,,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8925,11852,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-03344,남녀공용,0.980272233,가는,펌프형,머릿결개선,,1개,,,,,,,샴푸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8926,11853,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-03344,남녀공용,0.967497528,건성,크림형,머릿결개선,,1개,,,,,,,샴푸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8927,11854,B002-C001-0003,B002-C002-0010,B002-C003-0050,B002-03344,남녀공용,0.921536326,,,머릿결개선,300ml,1개,,,,,,,트리트먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8928,11855,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-03344,남녀공용,0.711745739,손상모발용,로션형,모발강화,220ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8929,11856,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-03344,남녀공용,0.968852043,손상모발용,,머릿결개선,220ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930,11857,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-03344,남녀공용,0.991462409,모든모발용,,머릿결개선,400ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8931,11858,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-03344,미성년자,0.46087575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8932,11859,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-03344,남녀공용,0.467318892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8933,11860,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-03344,남녀공용,0.75222528,손상모발용,로션형,모발강화,220ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8934,11861,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-03344,남녀공용,0.999700904,모든모발용,로션형,머릿결개선,500ml,1개,,,본품,모든두피용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8935,11862,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-03344,남녀공용,0.979698896,염색,펌프형,머릿결개선,33,1개,,,,,,,,페이스용,건성,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8936,11863,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-03344,남녀공용,0.996926367,모든모발용,펌프형,머릿결개선,250ml,1개,,,,,,,샴푸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8937,11864,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-03344,남녀공용,0.885886192,,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8938,11865,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-03345,남녀공용,0.881525874,,펌프형,머릿결개선,230ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8939,11866,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-03345,남녀공용,0.82458514,손상모발용,펌프형,모발영양,150ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8940,11867,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-03345,남녀공용,0.99362731,모든모발용,,머릿결개선,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8941,11868,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-03345,남녀공용,0.994070232,모든모발용,,머릿결개선,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8942,11869,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-03345,남녀공용,0.573708355,,크림형,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8943,11870,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-03345,미성년자,0.543611407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8944,11871,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-03345,남녀공용,0.997432888,모든모발용,,머릿결개선,200ml,1개,,,,,,,샴푸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,11872,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-03345,남녀공용,0.947277129,모든모발용,크림형,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8946,11873,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-03345,미성년자,0.499628693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8947,11874,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-03345,남녀공용,0.876264691,모든모발용,펌프형,촉촉함(수분공급),250ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8948,11875,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-03347,남녀공용,0.995366216,가는,로션형,머릿결개선,1000ml,1개,,,,모든두피용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8949,11876,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-03347,남녀공용,0.434437573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8950,11877,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-03347,남녀공용,0.995673597,모든모발용,펌프형,머릿결개선,,1개,,,,,,,샴푸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8951,11878,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-03348,남녀공용,0.456783265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8952,11880,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-03349,남녀공용,0.928017497,모든모발용,펌프형,촉촉함(수분공급),10ml,2개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8953,11882,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-03351,남녀공용,0.467364043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8954,11883,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-03352,남녀공용,0.465241015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8955,11885,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-03352,남녀공용,0.844164789,모든모발용,크림형,영양공급,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,11887,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-03352,남녀공용,0.998284876,,리퀴드형,머릿결개선,180ml,1개,,,본품,,,,샴푸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8957,11888,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-03352,남녀공용,0.975301683,손상모발용,크림형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8958,11890,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-03354,남녀공용,0.982894123,모든모발용,,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8959,11891,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-03354,남녀공용,0.990395486,모든모발용,,머릿결개선,150ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8960,11892,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-03355,남녀공용,0.984509885,모든모발용,로션형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8961,11893,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-03356,남녀공용,0.974767804,모든모발용,리퀴드형,촉촉함(수분공급),200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8962,11894,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-03357,남녀공용,0.428457052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8963,11895,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-03357,남녀공용,0.463883072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8964,11896,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-03357,남녀공용,0.990180254,모든모발용,리퀴드형,촉촉함(수분공급),200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8965,11897,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-03359,남녀공용,0.457549036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8966,11898,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-03359,남녀공용,0.995028317,모든모발용,스프레이형,머릿결개선,50ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8967,11899,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-03359,남녀공용,0.453416944,손상모발용,,영양공급,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8968,11900,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-03359,남녀공용,0.950436115,모든모발용,,저자극,165ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8969,11901,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-03360,남녀공용,0.771045566,손상모발용,젤형,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8970,11902,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-03360,남녀공용,0.987130225,모든모발용,펌프형,머릿결개선,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
